Name; UUID; Old Bezugsgröße; Old Bezugseinheit; Old GWP;Corrected Bezugsgröße; Corrected Bezugseinheit;Corrected GWP; Referenzfluss -Name
CapaSilan;46f9017f-0c05-4c2c-90de-d23bbc3d3e5a;1;null;-0,0786;1;kg;-0,0786;1 kg Innenwandfarbe auf Dispersionsbasis Produkt: CapaSilan Additional Info from Xml: CapaSilan ist eine emissionsminimierte und lösemittelfreie, mineralmatte, scheuerbeständige Innenfarbe mit herausragenden Eigenschaften. CapaSilan stellt eine neue Generation von Innenfarben dar, die durch die exzellente Verarbeitbarkeit mit langer Offenzeit auch auf Flächen mit äußerst ungünstigen Lichtverhältnissen (Streiflicht) ein ansatzfreies Arbeiten ermöglicht. Bei Einhaltung der vorgegebenen Sanierungsanleitung auch als Renovierfarbe auf Akustikdeckenplatten und Akustikputzen geeignet. - emissionsminimiert und lösemittelfrei - frei von foggingaktiven Substanzen - sd-Wert < 0,1 m Nassabrieb: Klasse 1 (entspricht scheuerbeständig nach DIN 53778) Deckvermögen: Klasse 1, bei einer Ergiebigkeit von 7 m2 /l bzw. 140 ml/m2 Technische Daten: Dichte [g/cm³]                  1,45 Feststoffgehalt                55 bis 60 % pH-Wert                           8,5Weitere bautechnische Daten gemäß PCR sind für das hier deklarierte Produkt nicht relevant. Deklarierte Einheit: Die Verbands-EPD bezieht sich auf die deklarierte Einheit von 1 kg dispersionsbasierter Innenwandfarbe. Aus den Produktgruppen wurde das Produkt mit den höchsten Umweltwirkungen deklariert.Das hier deklarierte Produkt hat einen Verbrauch von 140 ml/m², dies entspricht 203 g/m².
CapaTrend;13a77bf0-9a05-47fe-8531-ca91d3764ec5;1;null;1,6;1;kg;1,6;1 kg Innenwandfarbe auf Dispersionsbasis Produkt: CapaTrend Additional Info from Xml: Für hochdeckende Wand- und Deckenanstriche auf allen üblichen Innenflächen. Hervorragend geeignet für Neu- und Renovierungsanstriche. - lösemittelfrei, weichmacherfrei - frei von foggingaktiven Substanzen - wasserverdünnbar, umweltschonend und geruchsarm - sd-Wert < 0,1 m Nassabrieb: Klasse 3 (entspricht waschbeständig nach DIN 53778) Deckvermögen: Klasse 2, bei einer Ergiebigkeit von 7 m²/l bzw. 140 ml/m2 Technische Daten: Dichte [g/cm³]                  1,4 Feststoffgehalt                52 bis 58 % pH-Wert                           8,5Weitere bautechnische Daten gemäß PCR sind für das hier deklarierte Produkt nicht relevant. Deklarierte Einheit: Die Verbands-EPD bezieht sich auf die deklarierte Einheit von 1 kg dispersionsbasierter Innenwandfarbe. Aus den Produktgruppen wurde das Produkt mit den höchsten Umweltwirkungen deklariert.Das hier deklarierte Produkt hat einen Verbrauch von 140 ml/m², dies entspricht 196 g/m².
CapaTrend;13a77bf0-9a05-47fe-8531-ca91d3764ec5;1;null;-0,0786;1;kg;-0,0786;1 kg Innenwandfarbe auf Dispersionsbasis Produkt: CapaTrend Additional Info from Xml: Für hochdeckende Wand- und Deckenanstriche auf allen üblichen Innenflächen. Hervorragend geeignet für Neu- und Renovierungsanstriche. - lösemittelfrei, weichmacherfrei - frei von foggingaktiven Substanzen - wasserverdünnbar, umweltschonend und geruchsarm - sd-Wert < 0,1 m Nassabrieb: Klasse 3 (entspricht waschbeständig nach DIN 53778) Deckvermögen: Klasse 2, bei einer Ergiebigkeit von 7 m²/l bzw. 140 ml/m2 Technische Daten: Dichte [g/cm³]                  1,4 Feststoffgehalt                52 bis 58 % pH-Wert                           8,5Weitere bautechnische Daten gemäß PCR sind für das hier deklarierte Produkt nicht relevant. Deklarierte Einheit: Die Verbands-EPD bezieht sich auf die deklarierte Einheit von 1 kg dispersionsbasierter Innenwandfarbe. Aus den Produktgruppen wurde das Produkt mit den höchsten Umweltwirkungen deklariert.Das hier deklarierte Produkt hat einen Verbrauch von 140 ml/m², dies entspricht 196 g/m².
Dachsteine;1b842259-9cfe-4e41-80b3-df0a11382984;1000;null;209;1;kg;0,209;1t Betondachsteine Additional Info from Xml: Für die Herstellung der Betondachsteine werden die Rohstoffe Sand, Zement, Durchfärbung, Beschichtungsfarbe und Wasser benötigt. Die Rohstoffe werden nacheinander einem Intensivmischer zugegeben und anschließend der Formgebungsmaschine zugeführt. Der profilierte Frischbeton verlässt die Formgebungsmaschine als endloser Strang und wird mit einem durch Druckluft gesteuertem Messer auf Dachsteinlänge geschnitten. Zwecks Oberflächenveredlung wird der Dachstein mit einer Kunststoffdispersion auf Wasserbasis beschichtet. Die Dachsteine durchlaufen während der Herstellung zwei Trocknungsprozesse. Die fertigen Produkte werden verpackt und sind anschließend transportfertig. Deklarierte Einheit: Als deklarierte Einheit wurde gemäß der /PCR Teil B/ 1t Betondachsteine gewählt. Der Umrechnungsfaktor und der Flächenbezug der einzelnen Dachsteintypen  werden in der folgenden Tabelle dargestellt.
Dachziegel Neufahrn;ba0e47ef-b04a-4bbb-bc9d-dafc7b72edc2;1000;null;297,3;1;kg;0,2973;Tondachziegel Additional Info from Xml: Deklariert werden Tondachziegel inkl. dem keramischen Zubehör mit den Modellbezeichnungen E58, E58 S, E58 MAX, E58 SL, Großfalz, Großfalz XXL, Reformpfanne XXL, Reformpfanne SL, Karat und Forma. Die Flächenziegel und das keramische Zubehör (Sonderziegel) der jeweiligen Modelle wurden nach ihrem Produktionsanteil im Betrachtungszeitraum 07/2013-06/2014 berücksichtigt. Die verschiedenen Produkte unterscheiden sich lediglich in Form und Farbe (Engobe). Die maßgebliche Zusammensetzung, d. h. der Ton- und Lehmanteil, ist weitgehend einheitlich. Engobe und Glasuren sind in Form einer Durchschnittsrezeptur in der Analyse enthalten. Die Hauptbestandteile der Tondachziegel sind Lößlehme und Tone. Die Gehalte können je nach keramischen Eigenschaften schwanken. Zur Verarbeitung der Rohstoffe wird Wasser zugesetzt, das in den weiteren Produktionsschritten als Wasserdampf entweicht. Die keramische Masse wird bei ca. 1100 °C in Tunnelöfen unter Verwendung von Erdgas gebrannt und so zu einem langlebigen Ziegel verbunden. Nähere Informationen zum Datenhintergrund sind der Erlus-EPD (Deklarationsnummer: EPD-ERL-20140214-IAC1-DE) zu entnehmen. Technische Daten: Die deklarierten Produkte erfüllen die Anforderungen der /DIN EN 1304/. Sie tragen die CE-Kennzeichnung entsprechend der /EU-Verordnung 765/2008/. Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung von 1 t durchschnittlichen Dachziegel (Flächen- und Sonderziegel). Eine durchschnittliche Engoberezeptur fließt in die Berechnung ein.
Estrichelemente;573cebb5-2963-460f-8d61-0e3eecc1176e;1;null;2,5;1;qm;2,5;1 m2 fermacell Estrichelement Additional Info from Xml: Gipsaufbereitung: Hauptrohstoff der Gipsfaser-Platte ist Gips. Gips enthält etwa 21% Kristallwasser. In der Aufbereitungsanlage wird dieser Stoff zunächst in einer Mahltrocknungsanlage aufgelockert, zerkleinert und entlang der Calcinierstrecke auf ca. 170°C erwärmt. Dabei entweicht ein Teil des Kristallwassers und es bildet sich ein Mehrphasengips, In einem anschließenden Zyklon wird die Luft vom Materialstrom getrennt und in einem Filter gereinigt. Der Materialstrom wird über eine Ageing-Strecke geführt und auf unter 80°C gekühlt. Gipsfaserplatten: Die beiden natürlichen Rohstoffe Gips und Papierfasern werden gemischt und nach Zugabe von Wasser – ohne weitere Bindemittel – unter hohem Druck zu stabilen Platten gepresst, getrocknet, beidseitig, kalibriert und oberflächenhydrophobiert sowie anschließend auf die benötigten Formate zugeschnitten. 2 Gipsfaserplatten werden anschließend versetzt zueinander zu einem Estrichelement verklebt. Technische Daten: Leistungswerte des Produkts entsprechend der Leistungserklärung in Bezug auf dessen Wesentliche Merkmale gemäß /ETA-03/006/. Deklarierte Einheit: Die Kern-EPD bezieht sich auf die Herstellung von 1 m2  FERMACELL Estrich-Element.
Eurolight beschichtet;8ac8faaf-ca43-4d5c-80e6-2e45fb456d23;1;null;-7,85918;1;qm;-7,85918;1 m² beschichtete Leichtbauplatte Additional Info from Xml: Melaminbeschichtete Leichtbauplatte mit Decklagen aus Dünnspanplatte und einer Kartonwaben-Mittellage Herstellung der Rohplatten (Decklage) 1. Rundholzzerspanung 2. Hackschnitzelaufbereitung 3. Restholzaufbereitung 4. Trocknung der Späne auf ca. 2-3 % Restfeuchte 5. Beleimung der Späne 6. Streuung der beleimten Späne auf ein Formband 7. Verpressen des Spänekuchens in einer kontinuierlich arbeitenden Kalander-Heißpresse 8. Schleifen der Ober- und Unterseite 9. Aufteilen und Besäumen des Plattenstranges zu Rohplattenformaten 10. Abstapelung zu Großstapeln Herstellung der Imprägnate 1. Abwicklung der Rohpapiere 2. Aufnahme von Imprägnierharz (MUF) in der Anlage 3. Trocknung des imprägnierten Papiers in beheizten Trocknern 4. Formatierung des endlosen Papiers mittels Querschneider 5. Abstapelung der formatierten Bögen auf Paletten Herstellung der beschichteten Spanplatten: 1. Legung der Imprägnate auf die Oberund Unterseite der Rohplatte 2. Verpressung der Platte in der Heißpresse mit verschieden strukturierten Pressblechen 3. Qualitätssortierung und Abstapelung Herstellung der Leichtbauplatten 1. Auftrennung der beiden verbundenen beschichteten Platten mittels Längskreissägen und Quertrennmesser 2. Beleimung der beiden Decklagen mit PURKlebstoffsystem 3. Expansion der Sechseckwabe im Durchlauftrockner 4. Verbindung der beleimten Decklage mit der Mittellage 5. Kalibrierung des Verbundelementes in einer kontinuierlichen Kalibrierpresse 6. Besäumen und setzen von Trennschnitten 7. Abstapelung und Verpackung der Platten Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung voneinem Kubikmeter beschichteter Eurolight Platte.Unbeschichtete Eurolight Platten weisen eine mittlereDichte von 12,4 kg/m² und eine durchschnittliche Gesamtdicke von 42,6 mm auf. Der Durchschnitt wurde nach Produktionsmengen der einzelnen Dicken gewichtet.
Eurolight beschichtet;8ac8faaf-ca43-4d5c-80e6-2e45fb456d23;1;null;20,4395;1;qm;20,4395;1 m² beschichtete Leichtbauplatte Additional Info from Xml: Melaminbeschichtete Leichtbauplatte mit Decklagen aus Dünnspanplatte und einer Kartonwaben-Mittellage Herstellung der Rohplatten (Decklage) 1. Rundholzzerspanung 2. Hackschnitzelaufbereitung 3. Restholzaufbereitung 4. Trocknung der Späne auf ca. 2-3 % Restfeuchte 5. Beleimung der Späne 6. Streuung der beleimten Späne auf ein Formband 7. Verpressen des Spänekuchens in einer kontinuierlich arbeitenden Kalander-Heißpresse 8. Schleifen der Ober- und Unterseite 9. Aufteilen und Besäumen des Plattenstranges zu Rohplattenformaten 10. Abstapelung zu Großstapeln Herstellung der Imprägnate 1. Abwicklung der Rohpapiere 2. Aufnahme von Imprägnierharz (MUF) in der Anlage 3. Trocknung des imprägnierten Papiers in beheizten Trocknern 4. Formatierung des endlosen Papiers mittels Querschneider 5. Abstapelung der formatierten Bögen auf Paletten Herstellung der beschichteten Spanplatten: 1. Legung der Imprägnate auf die Oberund Unterseite der Rohplatte 2. Verpressung der Platte in der Heißpresse mit verschieden strukturierten Pressblechen 3. Qualitätssortierung und Abstapelung Herstellung der Leichtbauplatten 1. Auftrennung der beiden verbundenen beschichteten Platten mittels Längskreissägen und Quertrennmesser 2. Beleimung der beiden Decklagen mit PURKlebstoffsystem 3. Expansion der Sechseckwabe im Durchlauftrockner 4. Verbindung der beleimten Decklage mit der Mittellage 5. Kalibrierung des Verbundelementes in einer kontinuierlichen Kalibrierpresse 6. Besäumen und setzen von Trennschnitten 7. Abstapelung und Verpackung der Platten Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung voneinem Kubikmeter beschichteter Eurolight Platte.Unbeschichtete Eurolight Platten weisen eine mittlereDichte von 12,4 kg/m² und eine durchschnittliche Gesamtdicke von 42,6 mm auf. Der Durchschnitt wurde nach Produktionsmengen der einzelnen Dicken gewichtet.
Eurolight beschichtet;8ac8faaf-ca43-4d5c-80e6-2e45fb456d23;1;null;-12,2991;1;qm;-12,2991;1 m² beschichtete Leichtbauplatte Additional Info from Xml: Melaminbeschichtete Leichtbauplatte mit Decklagen aus Dünnspanplatte und einer Kartonwaben-Mittellage Herstellung der Rohplatten (Decklage) 1. Rundholzzerspanung 2. Hackschnitzelaufbereitung 3. Restholzaufbereitung 4. Trocknung der Späne auf ca. 2-3 % Restfeuchte 5. Beleimung der Späne 6. Streuung der beleimten Späne auf ein Formband 7. Verpressen des Spänekuchens in einer kontinuierlich arbeitenden Kalander-Heißpresse 8. Schleifen der Ober- und Unterseite 9. Aufteilen und Besäumen des Plattenstranges zu Rohplattenformaten 10. Abstapelung zu Großstapeln Herstellung der Imprägnate 1. Abwicklung der Rohpapiere 2. Aufnahme von Imprägnierharz (MUF) in der Anlage 3. Trocknung des imprägnierten Papiers in beheizten Trocknern 4. Formatierung des endlosen Papiers mittels Querschneider 5. Abstapelung der formatierten Bögen auf Paletten Herstellung der beschichteten Spanplatten: 1. Legung der Imprägnate auf die Oberund Unterseite der Rohplatte 2. Verpressung der Platte in der Heißpresse mit verschieden strukturierten Pressblechen 3. Qualitätssortierung und Abstapelung Herstellung der Leichtbauplatten 1. Auftrennung der beiden verbundenen beschichteten Platten mittels Längskreissägen und Quertrennmesser 2. Beleimung der beiden Decklagen mit PURKlebstoffsystem 3. Expansion der Sechseckwabe im Durchlauftrockner 4. Verbindung der beleimten Decklage mit der Mittellage 5. Kalibrierung des Verbundelementes in einer kontinuierlichen Kalibrierpresse 6. Besäumen und setzen von Trennschnitten 7. Abstapelung und Verpackung der Platten Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung voneinem Kubikmeter beschichteter Eurolight Platte.Unbeschichtete Eurolight Platten weisen eine mittlereDichte von 12,4 kg/m² und eine durchschnittliche Gesamtdicke von 42,6 mm auf. Der Durchschnitt wurde nach Produktionsmengen der einzelnen Dicken gewichtet.
Eurolight roh;acc44187-3de9-462d-b332-4b1806e5897c;1;null;-9,85284;1;qm;-9,85284;1 m² rohe Eurolight-Platte Additional Info from Xml: PUR-verleimte Leichtbauplatte aus Dünnspanplatte (Decklagen) und Sechseck-Kartonwabe (Mittellage) Herstellung der Rohplatten (Decklage) 1. Rundholzzerspanung 2. Hackschnitzelaufbereitung 3. Restholzaufbereitung 4. Trocknung der Späne auf ca. 2-3 % Restfeuchte 5. Beleimung der Späne 6. Streuung der beleimten Späne auf ein Formband 7. Verpressen des Spänekuchens in einer kontinuierlich arbeitenden Kalander-Heißpresse 8. Schleifen der Ober- und Unterseite 9. Aufteilen und Besäumen des Plattenstranges zu Rohplattenformaten 10. Abstapelung zu Großstapeln Herstellung der Leichtbauplatten 1. Auftrennung der beiden verbundenen rohen Platten mittels Längskreissägen und Quertrennmesser 2. Beleimung der beiden Decklagen mit PURKlebstoffsystem 3. Expansion der Sechseckwabe im Durchlauftrockner 4. Verbindung der beleimten Decklage mit der Mittellage 5. Kalibrierung des Verbundelementes in einer kontinuierlichen Kalibrierpresse 6. Besäumen und setzen von Trennschnitten 7. Abstapelung und Verpackung der Platten Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung voneinem Quadratmeter roher Eurolight Platte.Rohe Eurolight Platten weisen ein mittleresFlächengewicht von 12 kg/m² und eine durchschnittliche Gesamtdicke von 44,5 mm auf. Der Durchschnitt wurde nach Produktionsmengen der einzelnen Dicken gewichtet.
Eurolight roh;acc44187-3de9-462d-b332-4b1806e5897c;1;null;19,6665;1;qm;19,6665;1 m² rohe Eurolight-Platte Additional Info from Xml: PUR-verleimte Leichtbauplatte aus Dünnspanplatte (Decklagen) und Sechseck-Kartonwabe (Mittellage) Herstellung der Rohplatten (Decklage) 1. Rundholzzerspanung 2. Hackschnitzelaufbereitung 3. Restholzaufbereitung 4. Trocknung der Späne auf ca. 2-3 % Restfeuchte 5. Beleimung der Späne 6. Streuung der beleimten Späne auf ein Formband 7. Verpressen des Spänekuchens in einer kontinuierlich arbeitenden Kalander-Heißpresse 8. Schleifen der Ober- und Unterseite 9. Aufteilen und Besäumen des Plattenstranges zu Rohplattenformaten 10. Abstapelung zu Großstapeln Herstellung der Leichtbauplatten 1. Auftrennung der beiden verbundenen rohen Platten mittels Längskreissägen und Quertrennmesser 2. Beleimung der beiden Decklagen mit PURKlebstoffsystem 3. Expansion der Sechseckwabe im Durchlauftrockner 4. Verbindung der beleimten Decklage mit der Mittellage 5. Kalibrierung des Verbundelementes in einer kontinuierlichen Kalibrierpresse 6. Besäumen und setzen von Trennschnitten 7. Abstapelung und Verpackung der Platten Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung voneinem Quadratmeter roher Eurolight Platte.Rohe Eurolight Platten weisen ein mittleresFlächengewicht von 12 kg/m² und eine durchschnittliche Gesamtdicke von 44,5 mm auf. Der Durchschnitt wurde nach Produktionsmengen der einzelnen Dicken gewichtet.
Eurolight roh;acc44187-3de9-462d-b332-4b1806e5897c;1;null;-11,825;1;qm;-11,825;1 m² rohe Eurolight-Platte Additional Info from Xml: PUR-verleimte Leichtbauplatte aus Dünnspanplatte (Decklagen) und Sechseck-Kartonwabe (Mittellage) Herstellung der Rohplatten (Decklage) 1. Rundholzzerspanung 2. Hackschnitzelaufbereitung 3. Restholzaufbereitung 4. Trocknung der Späne auf ca. 2-3 % Restfeuchte 5. Beleimung der Späne 6. Streuung der beleimten Späne auf ein Formband 7. Verpressen des Spänekuchens in einer kontinuierlich arbeitenden Kalander-Heißpresse 8. Schleifen der Ober- und Unterseite 9. Aufteilen und Besäumen des Plattenstranges zu Rohplattenformaten 10. Abstapelung zu Großstapeln Herstellung der Leichtbauplatten 1. Auftrennung der beiden verbundenen rohen Platten mittels Längskreissägen und Quertrennmesser 2. Beleimung der beiden Decklagen mit PURKlebstoffsystem 3. Expansion der Sechseckwabe im Durchlauftrockner 4. Verbindung der beleimten Decklage mit der Mittellage 5. Kalibrierung des Verbundelementes in einer kontinuierlichen Kalibrierpresse 6. Besäumen und setzen von Trennschnitten 7. Abstapelung und Verpackung der Platten Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung voneinem Quadratmeter roher Eurolight Platte.Rohe Eurolight Platten weisen ein mittleresFlächengewicht von 12 kg/m² und eine durchschnittliche Gesamtdicke von 44,5 mm auf. Der Durchschnitt wurde nach Produktionsmengen der einzelnen Dicken gewichtet.
EVALON®dual, mechanisch befestigt oder lose unter Auflast;d6eaa532-5b85-449b-9fbf-1357a52c4bd9;1;null;6,44;1;qm;6,44;1m² Dach- und Dichtungsbahn EVALON® dual Additional Info from Xml: Grundstoffe/Hilfsstoffe: EVALON® -Dach- und Dichtungsbahnen bestehen aus (25 – 50 %) Ethylen-Vinylacetat-Terpolymer -EVA, (25-40 %) Polyvinylchlorid-PVC, (10 – 15 %) mineralischen Flammschutz, (1-2 %) Ca/Zn-Stabilisator, (3-6 %) epoxidiertes Sojabohnenöl, (5- 10 %) Ruß und Additiven, (0-12 %) Titandioxid, (0-25%) Pigmente -je nach Farbe und (3-5%) Gewebe/Gelege aus Polyester- oder Glasgitter. Herstellung: Die Grundstoffe und Vorprodukte werden in einem Mischer vorgemischt und anschließend zusammen mit den anderen Rezepturbestandteilen in einem Extruder plastifiziert. Die Kunststoffmasse wird über ein Mischwalzwerk als Zwischenstufe einem Kalander zugeführt, hier zu einer homogenen Dach- oder Dichtungsbahn ausgewalzt und mit der innenliegenden Verstärkung. Über spezielle Kühlwalzen erfolgt die Abkühlung der fertigen Bahn, die anschließend zu den endgültigen Maßen beschnitten und als Rollenware konfektioniert wird. Alle anfallenden unverstärkten Produktionsreste (Randstreifen) werden recycelt, d.h. der Produktion wieder direkt zugeführt. Die Herstellung unterliegt dem eingeführten Qualitätsmanagementsystem nach /ISO 9001/ (Zertifikat Nr. 01 100 5463). Zertifizierungsstelle ist der TÜV Rheinland, Cert GmbH. Außerdem erfolgen externe Qualitätsüberprüfungen (Fremdüberwachungen) durch die Staatliche Materialprüfungsanstalt Darmstadt. Technische Daten: Es gelten die Daten der DoP EVALON® dual Dach- und Dichtungsbahn Deklarierte Einheit: Die deklarierte Einheit ist 1 m² installiertes EVALON©dual Dach-und Dichtungsbahnensystem
