UUID;Version;Name;Kategorie;Typ;Bezugsgroesse;Bezugseinheit;Referenzfluss-UUID;Referenzfluss-Name;Schuettdichte (kg/m3);Flaechengewicht (kg/m2);Rohdichte (kg/m3);Schichtdicke (m);Ergiebigkeit (m2);Laengengewicht (kg/m);Umrechungsfaktor auf 1kg; A1-A3 existing; C3 existing; C4 existing; D existing;life span;Anmerkungen
a0d69f94-040e-44b1-a88b-bbaeeb0aae2a;20.19.120;Zementgebundene Spanplatte;Holz / Holzwerkstoffe / Spanplatten;generic dataset;1;m3;e601bb4e-53df-4762-9944-cfbc6cd31354;Zementgebundene Spanplatte [m3];;;1200;;;;;true;true;true;true;50;
60e8b384-adf2-4c3b-b3da-e407df106cf5;20.19.120;Spanplatte (Durchschnitt);Holz / Holzwerkstoffe / Spanplatten;generic dataset;1;m3;847700e2-5fbf-4fcc-90ef-7a8f4e160c9a;Spanplatte P5 (8,5 % Feuchte);;;;;;;;true;true;false;true;50;
1270c857-6de2-484f-aed0-251b3b7b6965;00.02.000;Spanplatte, roh (Durchschnitt DE);Holz / Holzwerkstoffe / Spanplatten;representative dataset;1;m3;a0bd27cf-ab84-48b0-89e2-a18ba09d1902;Spanplatte, roh (7% Feuchte);;;633,31;;;;;true;true;false;true;50;
c56b1971-bdde-41b5-b139-9daed5baca91;00.02.000;Spanplatte - melaminbeschichtet (Durchschnitt DE);Holz / Holzwerkstoffe / Spanplatten;representative dataset;1;m3;5581bb28-60b4-40bd-9ba0-e646d6f5de54;Spanplatte, melaminbeschichtet;;;633,29;;;;;true;true;false;true;50;
d0423f9f-f627-4594-bc7c-9452af7c2462;00.02.000;Röhrenspanplatte (Durchschnitt DE);Holz / Holzwerkstoffe / Spanplatten;representative dataset;1;m3;6360d51c-ffbe-4bc0-bc7f-e75384845591;Röhrenspanplatte;;;272;;;;;true;true;false;true;50;
cc180aec-8a5c-4e07-b1a0-1ab81dd746ac;20.19.120;Sperrholzplatte;Holz / Holzwerkstoffe / Sperrholz;generic dataset;1;m3;3a468410-b816-457a-9ce0-fe41e07e4234;Sperrholzplatte (m3);;;490,6;;;;;true;true;false;true;50;
344130c3-108a-4076-9574-2f1f808c1a2c;00.02.000;Furniersperrholz (Durchschnitt DE);Holz / Holzwerkstoffe / Sperrholz;representative dataset;1;m3;5cebd565-5fb7-4356-a150-1daf308d1558;Funiersperrholz;;;823,93;;;;;true;true;false;true;50;
ac361408-4ede-4ed2-a638-598ee3c53285;20.19.120;Balkenschichtholz Nadelholz;Holz / Vollholz / Balkenschichtholz (Duo-Triobalken);generic dataset;1;m3;67047555-9a70-49c2-94c1-dea6ae56373c;Balkenschichtholz Nadelholz  m3;;;515,2;;;;;true;true;false;true;100;Tragkonstruktion außen, Hartholz bekleidet
b60398b4-f72d-45a1-9272-696070e074af;00.02.000;Balkenschichtholz (Durchschnitt DE);Holz / Vollholz / Balkenschichtholz (Duo-Triobalken);representative dataset;1;m3;125b4266-afe2-434c-b119-2a24338aad6c;Balkenschichtholz (11% Feuchte);;;500,36;;;;;true;true;false;true;100;
d7073560-4c4b-4cb0-b6bf-a902950c5109;20.19.120;Schnittholz Zeder (12% Feuchte/10.7% H2O);Holz / Vollholz / Bau-Schnittholz;generic dataset;1;m3;6f1ca9db-d16f-4337-bdaf-023776e5bec5;Timber cedar (12% moisture, 10.7% H2O content) (m3);;;571;;;;;true;true;false;true;100;
aea021e8-7e2f-4f6b-ae3f-a76cba4c5d6e;20.19.120;Schnittholz Kiefer (12% Feuchte/10.7% H2O);Holz / Vollholz / Bau-Schnittholz;generic dataset;1;m3;1fbeff66-5a4e-49e9-a52a-2febf12dc7f5;Timber pine (10.7% H2O content);;;548,8;;;;;true;true;false;true;100;
8c47fba4-0e61-48d1-a03f-bf17911f0dae;20.19.120;Schnittholz Lärche (12% Feuchte/10.7% H2O);Holz / Vollholz / Bau-Schnittholz;generic dataset;1;m3;3932e034-8bad-4b32-ae04-4363c998fe4f;Timber larch (10.7% H2O content estimate);;;660,8;;;;;true;true;false;true;100;
7ec1d463-fd99-4b1d-9a57-9a72cac408d2;20.19.120;Schnittholz Eiche (12% Feuchte/10.7% H2O);Holz / Vollholz / Bau-Schnittholz;generic dataset;1;m3;53f5631b-cdbf-41da-b082-3d00965af53f;Timber oak (10.7% H2O content);;;716,8;;;;;true;true;false;true;100;
3057d7c0-7bee-4ba2-9edf-517d4cd97a14;20.19.120;Schnittholz Fichte (12% Feuchte/10.7% H2O);Holz / Vollholz / Bau-Schnittholz;generic dataset;1;m3;b58e35f5-6fa3-4b40-b877-c04d7bbb0f07;Timber spruce (10.7% H2O content);;;481,6;;;;;true;true;false;true;100;
08bbc2e2-1513-4ce3-816e-99e95fdafc4e;20.19.120;Schnittholz Buche (12% Feuchte/10.7% H2O);Holz / Vollholz / Bau-Schnittholz;generic dataset;1;m3;37dc3dca-8419-4709-89c6-04dedcf3d17b;Timber beech (10.7% H2O content);;;739,2;;;;;true;true;false;true;100;
c4272b73-7a14-4be6-ab51-f5bcd6eef989;00.02.000;Laubschnittholz - getrocknet (Durchschnitt DE);Holz / Vollholz / Bau-Schnittholz;representative dataset;1;m3;f6149104-4f3a-465d-95b2-f806579210a3;Laubschnittholz - getrocknet (Durchschnitt DE);;;761,6;;;;;true;true;false;true;100;
57fed1c6-f30d-4e78-9fb6-b93810b6e825;00.02.000;Nadelschnittholz - frisch (Durchschnitt DE);Holz / Vollholz / Bau-Schnittholz;representative dataset;1;m3;ae26ee9e-f46b-408b-ba2a-ed31e7736077;Nadelschnittholz - frisch (Durchschnitt DE);;;674,74;;;;;true;true;false;true;100;
76c249ab-1481-4af8-9e98-39c3073eda6f;00.02.000;Nadelschnittholz - getrocknet (Durchschnitt DE);Holz / Vollholz / Bau-Schnittholz;representative dataset;1;m3;e705b3e6-f258-4f52-9d8a-31a94aa89ba6;Nadelschnittholz - kammergetrocknet (Durchschnitt DE);;;484,51;;;;;true;true;false;true;100;
2103d7e9-529e-45da-8549-892598dba5f3;00.02.000;Hobelware (Durchschnitt DE);Holz / Vollholz / Bau-Schnittholz;representative dataset;1;m3;04a151ab-7fdc-4dbc-aa8f-7add114789fa;Hobelware (Durchschnitt DE);;;485,31;;;;;true;true;false;true;100;
8041ec07-5885-40dc-bfc9-190013f6749b;20.19.120;Brettschichtholz Nadelholz;Holz / Vollholz / Brettschichtholz (BSH);generic dataset;1;m3;2a062368-d1f2-4708-87ee-214944d9a2e7;Brettschichtholz Nadelholz (12% Feuchtigkeit);;;515,2;;;;;true;true;false;true;100;
65088842-af32-46a8-819d-b92901c9e91e;00.02.000;Brettschichtholz - Standardformen (Durchschnitt DE);Holz / Vollholz / Brettschichtholz (BSH);representative dataset;1;m3;1465fdf2-c098-4607-ba32-4fdad5b8f27a;Brettschichtholz (standard);;;507,11;;;;;true;true;false;true;100;
07fe8f43-6a63-4d93-aec0-811d46447953;00.02.000;Brettschichtholz - Sonderformen (Durchschnitt DE);Holz / Vollholz / Brettschichtholz (BSH);representative dataset;1;m3;995eb782-6e79-49c4-84bb-8e0821c366e9;Brettschichtholz (Sonderform);;;508,43;;;;;true;true;false;true;100;
954a286e-36e6-4ceb-9ab9-ec4270b618aa;00.02.000;Brettsperrholz (Durchschnitt DE);Holz / Vollholz / Brettschichtholzplatte;representative dataset;1;m3;7f66c09b-e9a1-43d1-a34b-d53517950d02;Brettsperrholz;;;489,41;;;;;true;true;false;true;100;
703eec32-59af-47e1-9c91-4a32afe3187f;20.19.120;Konstruktionsvollholz;Holz / Vollholz / Konstruktionsvollholz;generic dataset;1;m3;34ec958a-7c9c-4938-be8d-cc23d4a71d2c;Konstruktionsvollholz  (12% Feuchte/10,7% H2O);;;529;;;;;true;true;false;true;100;
b6f81ab5-4055-4597-afae-b1462dcfc128;00.02.000;Konstruktionsvollholz (Durchschnitt DE);Holz / Vollholz / Konstruktionsvollholz;representative dataset;1;m3;fd9c9879-15fb-4cf2-8e27-d2eabe5e822a;KVH (Durchschnitt DE);;;492,92;;;;;true;true;false;true;100;
41ecf1e2-3edd-41ab-8616-68a856c815a5;20.19.120;Befestigungsmittel/Schrauben Edelstahl;Komponenten von Fenstern und Vorhangfassaden / Beschläge / Befestigungen;generic dataset;1;m3;78873b0d-2f8e-4c96-9804-a0c564685302;Stahl Bauteil;;;7850;;;;;true;false;false;true;100;„UK Edelstahl“
16dab35c-ffa7-43fd-a763-077290e8bcaa;00.05.000;Doppelbodensystem Typ LIGNA;Komposite / Systembauteile / Decken;specific dataset;1;m3;d614da90-983e-1f22-0999-b965e9e79f72;1 m² Doppelbodensystem LIGNA Additional Info from Xml: Die Doppelbodenplatten, Typ LIGNA, werden aus hochverdichteten Holzwerkstoffplatten hergestellt (Rohdichtebereich ca. 600 – 720 kg/m³ und Platten-stärken von 28 – 38 mm). Doppelbodenplatten werden standardmäßig in den Abmessungen 600 x 600 mm und mit seitlich angeklebten Kantenbändern gefertigt. Unterseitig und/oder oberseitig sind die Platten mit Stahlblech oder Feuchteschutz beschichtet. Als Unterkonstruktion werden Stahlstützen verwendet, die unterschiedliche Konstruktionshöhen (28 – 2.000 mm) ermöglichen. Durch das Zusammenfügen (Montage in Gebäuden) der einzelnen Komponenten zu einem Flächen-verbund, entsteht die Bauart Doppelboden. Entsprechend den speziellen Anforderungen werden die Plattentypen (Dichte und Plattendicke) und die Dimensionierung der Unterkonstruktion bestimmt. Herstellung und Verarbeitung der Doppelbodenplatte: Die im Großformat angelieferten hochverdichteten Holzwerkstoffplatten werden in einem ersten Fertigungsschritt konfektioniert. In weiteren Fertigungsschritten werden die Platten unterseitig und/oder oberseitig mit Stahlblech oder Feuchteschutz beschichtet. Seitlich werden die Holzwerkstoffplatten mit Kantenbändern beklebt. Herstellung der Stützen: Durch Widerstandsschweißen oder Vertaumeln der einzelnen Komponenten Rohre, Gewindestangen und Stahlblech werden die Stützen hergestellt. Dimensionen der einzelnen Komponenten richten sich nach technischen Vorgaben. Durch Galvanotechnik (galvanische Verzinkung) werden die Stützen mit einer Zinkschicht versehen, um sie vor Korrosion zu schützen. Deklarierte Einheit: Die deklarierte Einheit bezieht sich jeweils auf 1 m² Doppelboden LIGNA ohne Bodenbelag mit einer durchschnittlichen Holzplattendicke von 37,52 mm und der durchschnittlichen Dichte von 644,31 kg/m³. Die deklarierte Einheit hat ein Gesamtgewicht für die Platte von 24,17 kg/m² zzgl. 1,3488 kg die dazugehörigen Stützen (4 Stück pro m² Doppelboden) mit einem Gewicht von 0,3372 kg je Stütze. Der Oberbelag wird für die Ökobilanzierung nicht betrachtet, da die Möglichkeiten an Belägen sehr vielfältig sind. Dies kann entweder Parkett, Linoleum, Teppich usw. sein.;;25,95;650;3,9923076923;;;;true;true;true;true;50;
05894638-9bba-442e-aa1d-e25d86a91092;00.01.000;wedi Bauplatte;Komposite / Systembauteile / Innenwände;specific dataset;1;m3;1a47be22-f9b1-ca29-6b0f-5d3470464485;wedi Bauplatte, 20 mm;;;190;;;;;true;false;false;false;50;wie GK
a4c1c27c-53a0-4027-83f6-88c52c758bb1;20.19.120;Aluminiumblech;Metalle / Aluminium / Aluminiumbleche;generic dataset;1;m3;5a740d05-5a1c-42f4-8b5b-8680dfca6636;Aluminiumblech;;;2700;;;;;true;false;false;true;50;wie Stahlblech
bd6d6d89-b76d-4002-a217-afffbb8aa308;20.19.120;Aluminium Profil;Metalle / Aluminium / Aluminiumprofil;generic dataset;1;m3;fa4d0c5b-122a-44db-b6c3-ce03a0c6f794;Aluminium-Extrusionsprofil;;;2700;;;;;true;false;false;true;80;wie Stahl
d596ddf7-aaf3-44cc-b7ae-faedc8d0870a;20.19.120;Bleibleche;Metalle / Blei / Bleibleche;generic dataset;1;m3;58130e9d-3389-4a20-980f-2d3ee500b82f;Bleiblech;;;11342;;;;;true;false;false;true;55;
e9ae96ee-ba8d-420d-9725-7c8abd06e082;20.19.120;Bewehrungsstahl;Metalle / Stahl und Eisen / Betonstahlmatten;generic dataset;1;m3;604bc841-158e-42d1-9329-38a59beb280d;Stahl Draht;;;7850;;;;;true;false;false;false;120;wie Beton
9cbdbafe-8377-46ca-a640-8e3c8fc518c0;20.19.120;Stahl Feinblech (0,3-3,0mm);Metalle / Stahl und Eisen / Stahlbleche;generic dataset;1;m3;55f74cd3-7573-4049-927d-5cd8d8f898e2;Stahl Kaltband (St);;;7850;;;;;true;false;false;true;50;?
93edef71-49e3-4e1f-ba6d-1e449e7d328d;20.19.120;Stahl Feinblech (20µm bandverzinkt);Metalle / Stahl und Eisen / Stahlbleche;generic dataset;1;m3;acf0597b-9e70-41ca-acaa-fb97f979fee8;Stahl Feinblech (verzinkt);;;7850;;;;;true;false;false;true;50;
531ab34f-6750-41a8-aedc-35cf4df3c8b1;20.19.120;Stahl warmgewalzte Bleche (2-20mm);Metalle / Stahl und Eisen / Stahlbleche;generic dataset;1;m3;acf0597b-9e70-41ca-acaa-fb97f979fee8;Stahl Feinblech (verzinkt);;;7850;;;;;true;false;false;true;50;
5cb2c568-76fe-4803-8b46-0084e79800c8;00.06.000;Baustähle: Offene Walzprofile und Grobbleche;Metalle / Stahl und Eisen / Stahlprofile;average dataset;1;m3;83ebba89-7267-4196-188d-1399096213cc;1 Tonne Baustahl;;;7850;;;;;true;true;false;true;80;Außenwände Stahl
38051c22-fbd1-4b0e-944a-ae348b8c7695;20.19.120;Stahlprofil;Metalle / Stahl und Eisen / Stahlprofile;generic dataset;1;m3;9eb8145d-d035-4d9f-a1dc-1006c45cb818;Stahlprofil;;;7850;;;;;true;false;false;true;80;Außenwände Stahl
f9552e60-73b7-4486-9e4c-96744fb83423;00.05.000;NedZink Naturel;Metalle / Zink / Zinkbleche;specific dataset;1;m3;c271975a-9234-04df-301b-d3dbcd2bf456;1 kg NEDZINK NATUREL Additional Info from Xml: NedZink NATUREL ist Titanzink gemäß DIN EN 988. Wesentliche Bestandteile sind hochreines Zink (Feinzink mit einem Reinheitsgrad von 99,995 % Zn – Z1 nach DIN EN 1179) zusammen mit den Legierungselementen Kupfer, Titan und Aluminium. In einem ersten Schritt wird die Vorlegierung separat in einem Induktionsofen vorbereitet. Anschließend wird die Vorlegierung im Schmelzofen mit dem hochreinen Feinzink vermischt. Die fertige Legierung wird nun in einer Vertikalgießanlage in Blöcke gegossen. Diese Blöcke werden gleichmäßig erhitzt und in verschiedenen Schritten warmgewalzt und nach dem Abkühlen auf die gewünschte Materialdicke kaltgewalzt. Zum Schluß erfolgt das Steckrichten und die Konfektionierung zu den gewünschten Band- und Tafelabmessungen. Alle eingesetzten Verpackungsmaterialien (Holz, Papier/Pappe und PE-Folien) sind wiederverwendbar oder recycelbar. Das Verpackungsrecycling ist in dieser Studie nicht berücksichtigt. Die Ökobilanzergebnisse umfassen die Lebenszyklusstadien angefangen von der Herstellung der Vormaterialien bis hin zur Rohstoffgewinnung und der Verarbeitungsprozesse der als Input dienenden Sekundärstoffe (z.B. Recyclingprozesse), deren Transporte zum Werk sowie die Produktion selbst, einschließlich der Bereitstellung aller Hilfs- und Betriebsstoffe, Energie, sowie die vollständige Abfallbehandlung oder die Deponierung der Reststoffe während des Stadiums der Produktion. Die Module A1, A2 und A3 sind hier als ein aggregiertes Modul A1-A3 ausgewiesen. Falls für diesen Datensatz weitere Module berechnet wurden, sind diese separat zu finden und können für eine Betrachtung des gesamten Lebenszyklus zusammengeführt werden. Deklarierte Einheit: Die deklarierte Einheit ist 1 kg NedZink NATUREL, blankgewalztes Titanzink.;;;7200;;;;;true;false;false;true;50;
0ea8dd25-57aa-4b87-87e3-4496368f765b;00.04.000;NedZink NOVA, NedZink NOIR;Metalle / Zink / Zinkbleche;specific dataset;1;m3;e56d19d2-baa4-1511-a453-ab6947377fea;1 kg NEDZINK NOVA/NOIR Additional Info from Xml: NedZink NOVA, NedZink NOIR ist Titanzink gemäß DIN EN 988. Wesentliche Bestandteile sind hochreines Zink (Feinzink mit einem Reinheitsgrad von 99,995 % Zn – Z1 nach DIN EN 1179) zusammen mit den Legierungselementen Kupfer, Titan und Aluminium. In einem ersten Schritt wird die Vorlegierung separat in einem Induktionsofen vorbereitet. Anschließend wird die Vorlegierung im Schmelzofen mit dem hochreinen Feinzink vermischt. Die fertige Legierung wird nun in einer Vertikalgießanlage in Blöcke gegossen. Diese Blöcke werden gleichmäßig erhitzt und in verschiedenen Schritten warmgewalzt und nach dem Abkühlen auf die gewünschte Materialdicke kaltgewalzt. Zum Schluß erfolgt das Steckrichten und bei Bedarf der Patinierungsprozess zur Herstellung vorbewitterter Oberflächen und die Konfektionierung zu den gewünschten Band- und Tafelabmessungen. Alle eingesetzten Verpackungsmaterialien (Holz, Papier/Pappe und PE-Folien) sind wiederverwendbar oder recycelbar. Das Verpackungsrecycling ist in dieser Studie nicht berücksichtigt. Die Ökobilanzergebnisse umfassen die Lebenszyklusstadien angefangen von der Herstellung der Vormaterialien bis hin zur Rohstoffgewinnung und der Verarbeitungsprozesse der als Input dienenden Sekundärstoffe (z.B. Recyclingprozesse), deren Transporte zum Werk sowie die Produktion selbst, einschließlich der Bereitstellung aller Hilfs- und Betriebsstoffe, Energie, sowie die vollständige Abfallbehandlung oder die Deponierung der Reststoffe während des Stadiums der Produktion. Die Module A1, A2 und A3 sind hier als ein aggregiertes Modul A1-A3 ausgewiesen. Falls für diesen Datensatz weitere Module berechnet wurden, sind diese separat zu finden und können für eine Betrachtung des gesamten Lebenszyklus zusammengeführt werden. Deklarierte Einheit: Die deklarierte Einheit ist 1 kg NedZink NOVA / NedZink NOIR, vorbewittertes Titanzink.;;;7200;;;;;true;false;false;true;50;
ad94ce55-af1d-4da0-963c-bf263aaa37ee;20.19.120;Gussasphalt;Mineralische Baustoffe / Asphalt / Gussassphalt;generic dataset;1;m3;8aba01cd-6ca3-4a73-bc61-5d2590f6cef1;Gussasphalt, eingebaut;;;2400;;;;;true;true;true;true;50;
5bebcf89-2e6b-46ce-b05e-3e02929c8af4;20.19.120;Gussasphaltestrich;Mineralische Baustoffe / Asphalt / Gussassphalt;generic dataset;1;m3;7f071049-10ea-46a0-8c78-3555a0de4a19;Gussasphaltestrich;;;2400;;;;;true;true;true;false;50;
0689d6a3-cd7c-4710-9709-90fe747f60c0;00.02.000;HEBEL Bewehrter Porenbeton;Mineralische Baustoffe / Mörtel und Beton / Beton;average dataset;1;m3;a518c667-dfc7-4d6f-74f1-fcc63f740af3;"1 m³ HEBEL bewehrter Porenbeton (550 kg/m³) Additional Info from Xml: Die vorliegenden EPD-Ergebnisse beruhen auf der Ökobilanz von bewehrten Porenbeton-Produkten unterschiedlicher Formate. Porenbeton gehört zur Gruppe der porosierten dampfgehärteten Leichtbetone. Hauptgrundstoffe sind Sand, Zement, Branntkalk und Aluminium als Porenbildner. Herstellung: Der gemahlene Quarzsand wird mit den anderen Grundstoffen unter Zugabe von Wasser und Aluminiumpaste, in einem Mischer zu einer Rohmasse gemischt und in Gießformen gegossen. Die Stahlbewehrung wird im Porenbetonwerk gefertigt. Die Bewehrungselemente werden vor dem Einbau in die Gießform durch Tauchbaden korrosionsschutzbehandelt. Das Wasser löscht unter Wärmeentwicklung den Kalk. Das Aluminium reagiert im alkalischen Milieu. Dabei bildet sich gasförmiger Wasserstoff, der die Poren in der Masse erzeugt und ohne Rückstände entweicht. Die Poren besitzen meist einen Durchmesser von 0,5 – 1,5 mm und sind ausschließlich mit Luft gefüllt. Nach dem ersten Abbinden entstehen halbfeste Rohblöcke, aus denen maschinell und mit hoher Genauigkeit die Elemente geschnitten werden. Die Ausbildung der endgültigen Eigenschaften der Bauteile erfolgt während der anschließenden Dampfhärtung über 5 – 12 Stunden bei etwa 190 °C und einem Druck von ca. 12 bar in Dampfdruckkesseln, den sog. Autoklaven. Hier bilden sich aus den eingesetzten Stoffen Calcium-Silikathydrate, die dem in der Natur vorkommenden Mineral Tobermorit entsprechen. Die Reaktion des Materials ist mit der Entnahme aus dem Autoklaven abgeschlossen. Der Dampf wird nach Abschluss des Härtungsprozesses für weitere Autoklavzyklen verwandt. Das anfallende Kondensat wird als Prozesswasser genutzt. Auf diese Weise wird Energie eingespart und es fällt kein Abwasser an. Systemgrenzen: Im Einzelnen werden folgende Prozesse der Herstellung der Porenbetonprodukte einbezogen: Bereitstellungsprozesse von Rohstoffen, Verpackungen und Energie, Transporte der Rohstoffe (Zement, Kalk, Sand, Bewehrungsstahl etc.) zum Produktionsstandort, Herstellprozess im Werk inklusive energetischer Aufwendungen, Herstellung von Hilfsstoffen, Entsorgung anfallender Reststoffe. Alle beschriebenen Prozesse sind Teil der Module A1-A3. Hintergrundsystem: Zur Modellierung der Porenbeton-Herstellung wurde das von der thinkstep AG entwickelte Software-System zur Ganzheitlichen Bilanzierung ""GaBi ts"" eingesetzt. Die in der GaBi-Datenbank enthaltenen konsistenten Datensätze sind in der online GaBi-Dokumentation dokumentiert. Die Ökobilanz wurde für den Bezugsraum Deutschland erstellt. Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung von 1 m³ bewehrten HEBEL Porenbeton mit einer durchschnittlichen Rohdichte von 550 kg/m³ inklusive 25,6 kg Bewehrungsstahl.";;;550;;;;0,00182;true;false;true;false;100;
0c72f7ee-6f3d-4f82-82c3-14378a8b85b4;00.02.000;Xella Italia Porenbeton;Mineralische Baustoffe / Mörtel und Beton / Beton;average dataset;1;m3;12f8a1ac-eb44-9028-b4a6-9e4aa645c947;"1 m³ YTONG Porenbeton (480 kg/m³) Additional Info from Xml: Die vorliegenden EPD-Ergebnisse beruhen auf der Ökobilanz von unbewehrten Porenbeton-Bausteinen unterschiedlicher Formate. Porenbeton gehört zur Gruppe der porosierten dampfgehärteten Leichtbetone. Hauptgrundstoffe sind Sand, Zement, Branntkalk und Aluminium als Porenbildner. Herstellung: Der gemahlene Quarzsand wird mit den anderen Grundstoffen unter Zugabe von Wasser und Aluminiumpaste, in einem Mischer zu einer Rohmasse gemischt und in Gießformen gegossen. Das Wasser löscht unter Wärmeentwicklung den Kalk. Das Aluminium reagiert im alkalischen Milieu. Dabei bildet sich gasförmiger Wasserstoff, der die Poren in der Masse erzeugt und ohne Rückstände entweicht. Die Poren besitzen meist einen Durchmesser von 0,5 – 1,5 mm und sind ausschließlich mit Luft gefüllt. Nach dem ersten Abbinden entstehen halbfeste Rohblöcke, aus denen maschinell und mit hoher Genauigkeit die Dämmplatten geschnitten werden. Die Ausbildung der endgültigen Eigenschaften der Bauteile erfolgt während der anschließenden Dampfhärtung über 5 – 12 Stunden bei etwa 190 °C und einem Druck von ca. 12 bar in Dampfdruckkesseln, den sog. Autoklaven. Hier bilden sich aus den eingesetzten Stoffen Calcium-Silikathydrate, die dem in der Natur vorkommenden Mineral Tobermorit entsprechen. Die Reaktion des Materials ist mit der Entnahme aus dem Autoklaven abgeschlossen. Der Dampf wird nach Abschluss des Härtungsprozesses für weitere Autoklavzyklen verwandt. Das anfallende Kondensat wird als Prozesswasser genutzt. Auf diese Weise wird Energie eingespart und es fällt kein Abwasser an. Systemgrenzen: Im Einzelnen werden folgende Prozesse der Herstellung der Porenbetonprodukte einbezogen: Bereitstellungsprozesse von Rohstoffen, Verpackungen und Energie, Transporte der Rohstoffe (Zement, Kalk, Sand etc.) zum Produktionsstandort, Herstellprozess im Werk inklusive energetischer Aufwendungen, Herstellung von Hilfsstoffen, Entsorgung anfallender Reststoffe. Alle beschriebenen Prozesse sind Teil der Module A1-A3. Hintergrundsystem: Zur Modellierung der Porenbeton-Herstellung wurde das von der thinkstep AG entwickelte Software-System zur Ganzheitlichen Bilanzierung ""GaBi ts"" eingesetzt. Die in der GaBi-Datenbank enthaltenen konsistenten Datensätze sind in der online GaBi-Dokumentation dokumentiert. Die Ökobilanz wurde für den Bezugsraum Italien erstellt. Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung von 1 m³ unbewehrten Ytong Porenbeton mit einer durchschnittlichen Rohdichte von 480 kg/m³.";;;480;;;;;true;false;true;false;100;
